ID,Symbol
203655_at,XRCC1
203656_at,FIG4
203657_s_at,CTSF
203658_at,SLC25A20
203659_s_at,TRIM13
203660_s_at,PCNT
203662_s_at,TMOD1
203663_s_at,COX5A
203664_s_at,POLR2D
203665_at,HMOX1
203666_at,CXCL12
203667_at,TBCA
203668_at,MAN2C1
203669_s_at,DGAT1
203671_at,TPMT
203672_x_at,TPMT
203674_at,HELZ
203675_at,NUCB2
203676_at,GNS
203677_s_at,TARBP2
203678_at,MTMR15
203679_at,TMED1
203680_at,PRKAR2B
203685_at,BCL2
203686_at,MPG
203688_at,PKD2
203689_s_at,FMR1
203690_at,TUBGCP3
203692_s_at,E2F3
203693_s_at,E2F3
203694_s_at,DHX16
203695_s_at,DFNA5
203702_s_at,TTLL4
203703_s_at,203703_s_at
203704_s_at,203704_s_at
203707_at,ZNF263
203708_at,PDE4B
203709_at,PHKG2
203710_at,ITPR1
203712_at,KIAA0020
203714_s_at,TBCE
203718_at,PNPLA6
203719_at,ERCC1
203720_s_at,ERCC1
203721_s_at,UTP18
203725_at,GADD45A
203727_at,SKIV2L
203728_at,BAK1
203729_at,EMP3
203732_at,TRIP4
203733_at,DEXI
203734_at,FOXJ2
203735_x_at,PPFIBP1
203737_s_at,PPRC1
203738_at,C5orf22
203739_at,ZNF217
203740_at,MPHOSPH6
203741_s_at,ADCY7
203742_s_at,LOC645233
203743_s_at,TDG
203744_at,HMGB3
203745_at,HCCS
203746_s_at,HCCS
203748_x_at,RBMS1
203749_s_at,RARA
203750_s_at,RARA
203751_x_at,JUND
203752_s_at,JUND
203753_at,TCF4
203756_at,ARHGEF17
203758_at,CTSO
203759_at,ST3GAL4
203760_s_at,SLA
203761_at,SLA
203765_at,GCA
203768_s_at,STS
203771_s_at,BLVRA
203773_x_at,BLVRA
203774_at,MTR
203775_at,SLC25A13
203776_at,GPKOW
203777_s_at,RPS6KB2
203778_at,MANBA
203781_at,MRPL33
203786_s_at,TPD52L1
203787_at,SSBP2
203788_s_at,SEMA3C
203789_s_at,SEMA3C
203791_at,DMXL1
203792_x_at,PCGF2
203797_at,VSNL1
203799_at,CD302
203800_s_at,MRPS14
203802_x_at,NSUN5
203804_s_at,CROP
203810_at,DNAJB4
203811_s_at,DNAJB4
203812_at,203812_at
203814_s_at,NQO2
203815_at,GSTT1
203816_at,DGUOK
203818_s_at,SF3A3
203821_at,HBEGF
203822_s_at,ELF2
203823_at,RGS3
203825_at,BRD3
203826_s_at,PITPNM1
203827_at,WIPI1
203828_s_at,IL32
203829_at,ELP4
203831_at,R3HDM2
203832_at,SNRPF
203833_s_at,TGOLN2
203834_s_at,TGOLN2
203835_at,LRRC32
203836_s_at,MAP3K5
203837_at,LOC729144
203839_s_at,TNK2
203840_at,BLZF1
203842_s_at,MAPRE3
203843_at,RPS6KA3
203844_at,VHL
203845_at,PCAF
203847_s_at,AKAP8
203848_at,AKAP8
203849_s_at,KIF1A
203852_s_at,SMN1
203853_s_at,GAB2
203855_at,WDR47
203856_at,VRK1
203857_s_at,PDIA5
203858_s_at,COX10
203859_s_at,PALM
203871_at,SENP3
203879_at,PIK3CD
203880_at,COX17
203882_at,IRF9
203883_s_at,RAB11FIP2
203884_s_at,RAB11FIP2
203885_at,RAB21
203887_s_at,THBD
203888_at,THBD
203889_at,SCG5
203890_s_at,DAPK3
203892_at,WFDC2
203893_at,TAF9
203897_at,LYRM1
203898_at,RCP9
203899_s_at,RCP9
203900_at,KIAA0467
203904_x_at,CD82
203905_at,PARN
203906_at,IQSEC1
203907_s_at,IQSEC1
203909_at,SLC9A6
203911_at,RAP1GAP
203912_s_at,DNASE1L1
203915_at,CXCL9
203916_at,NDST2
203918_at,PCDH1
203920_at,NR1H3
203921_at,CHST2
203922_s_at,CYBB
203923_s_at,CYBB
203924_at,GSTA1
203925_at,GCLM
203926_x_at,ATP5D
203927_at,NFKBIE
203931_s_at,MRPL12
203932_at,HLADMB
203933_at,RAB11FIP3
203935_at,ACVR1
203936_s_at,MMP9
203939_at,NT5E
203940_s_at,VASH1
203941_at,INTS9
203942_s_at,MARK2
203943_at,KIF3B
203944_x_at,BTN2A1
203945_at,ARG2
203947_at,CSTF3
203948_s_at,MPO
203949_at,MPO
203950_s_at,CLCN6
203952_at,ATF6
203955_at,KIAA0649
203956_at,MORC2
203959_s_at,ZBTB40
203960_s_at,C1orf41
203963_at,CA12
203964_at,NMI
203966_s_at,PPM1A
203970_s_at,PEX3
203971_at,SLC31A1
203972_s_at,PEX3
203973_s_at,CEBPD
203974_at,HDHD1A
203978_at,NUBP1
203979_at,CYP27A1
203981_s_at,ABCD4
203983_at,TSNAX
203984_s_at,CASP9
203985_at,ZNF212
203990_s_at,UTX
203992_s_at,UTX
203994_s_at,C21orf2
203996_s_at,C21orf2
204001_at,SNAPC3
204003_s_at,NUPL2
204006_s_at,FCGR3A
204007_at,FCGR3B
204009_s_at,KRAS
204014_at,DUSP4
204015_s_at,DUSP4
204016_at,LARS2
204017_at,KDELR3
204019_s_at,SH3YL1
204020_at,PURA
204021_s_at,PURA
204022_at,WWP2
204024_at,OSGIN2
204025_s_at,PDCD2
204026_s_at,ZWINT
204027_s_at,METTL1
204028_s_at,RABGAP1
204031_s_at,PCBP2
204032_at,BCAR3
204034_at,ETHE1
204036_at,EDG2
204037_at,EDG2
204038_s_at,EDG2
204039_at,CEBPA
204043_at,TCN2
204045_at,TCEAL1
204046_at,PLCB2
204047_s_at,PHACTR2
204048_s_at,PHACTR2
204049_s_at,PHACTR2
204050_s_at,CLTA
204051_s_at,SFRP4
204053_x_at,PTEN
204054_at,PTEN
204056_s_at,MVK
204057_at,IRF8
204058_at,ME1
204059_s_at,ME1
204060_s_at,PRKX
204061_at,PRKX
204062_s_at,ULK2
204063_s_at,ULK2
204064_at,THOC1
204067_at,SUOX
204068_at,STK3
204071_s_at,TOPORS
204072_s_at,FRY
204074_s_at,KIAA0562
204076_at,ENTPD4
204079_at,TPST2
204080_at,TOE1
204082_at,PBX3
204084_s_at,CLN5
204085_s_at,CLN5
204087_s_at,SLC5A6
204088_at,P2RX4
204089_x_at,MAP3K4
204090_at,STK19
204091_at,PDE6D
204092_s_at,AURKA
204093_at,CCNH
204094_s_at,TSC22D2
204095_s_at,ELL
204096_s_at,ELL
204097_s_at,RBMX2
204098_at,RBMX2
204102_s_at,EEF2
204103_at,CCL4
204104_at,SNAPC2
204106_at,TESK1
204108_at,NFYA
204109_s_at,NFYA
204112_s_at,HNMT
204116_at,IL2RG
204117_at,PREP
204118_at,CD48
204119_s_at,ADK
204120_s_at,ADK
204121_at,GADD45G
204122_at,TYROBP
204125_at,NDUFAF1
204127_at,RFC3
204129_at,BCL9
204131_s_at,FOXO3
204132_s_at,FOXO3
204135_at,FILIP1L
204136_at,COL7A1
204137_at,GPR137B
204140_at,TPST1
204141_at,TUBB2A
204142_at,ENOSF1
204143_s_at,ENOSF1
204145_at,FRG1
204147_s_at,TFDP1
204148_s_at,POMZP3
204150_at,STAB1
204151_x_at,AKR1C1
204153_s_at,MFNG
204155_s_at,KIAA0999
204156_at,KIAA0999
204157_s_at,KIAA0999
204158_s_at,TCIRG1
204160_s_at,ENPP4
204161_s_at,ENPP4
204164_at,SIPA1
204166_at,SBNO2
204167_at,BTD
204168_at,MGST2
204169_at,IMPDH1
204170_s_at,CKS2
204171_at,LOC729334
204172_at,CPOX
204173_at,MYL6B
204174_at,ALOX5AP
204177_s_at,KLHL20
204178_s_at,RBM14
204179_at,MB
204180_s_at,ZBTB43
204181_s_at,ZBTB43
204182_s_at,ZBTB43
204183_s_at,ADRBK2
204184_s_at,ADRBK2
204185_x_at,PPID
204186_s_at,PPID
204187_at,GMPR
204190_at,USPL1
204191_at,IFNAR1
204192_at,CD37
204193_at,CHKB
204194_at,BACH1
204195_s_at,PKNOX1
204197_s_at,RUNX3
204198_s_at,RUNX3
204200_s_at,PDGFB
204203_at,CEBPG
204204_at,SLC31A2
204205_at,APOBEC3G
204206_at,MNT
204207_s_at,RNGTT
204208_at,RNGTT
204209_at,PCYT1A
204210_s_at,PCYT1A
204211_x_at,EIF2AK2
204212_at,ACOT8
204213_at,PIGR
204214_s_at,RAB32
204215_at,C7orf23
204216_s_at,ZC3H14
204218_at,C11orf51
204219_s_at,PSMC1
204220_at,GMFG
204221_x_at,GLIPR1
204222_s_at,GLIPR1
204224_s_at,GCH1
204228_at,PPIH
204230_s_at,SLC17A7
204232_at,FCER1G
204233_s_at,CHKA
204234_s_at,ZNF195
204236_at,FLI1
204238_s_at,C6orf108
204239_s_at,NNAT
204241_at,ACOX3
204242_s_at,ACOX3
204243_at,RLF
204245_s_at,RPP14
204246_s_at,DCTN3
204247_s_at,CDK5
204249_s_at,LMO2
204252_at,CDK2
204253_s_at,VDR
204254_s_at,VDR
204255_s_at,VDR
204257_at,FADS3
204258_at,CHD1
204262_s_at,PSEN2
204263_s_at,CPT2
204264_at,CPT2
204265_s_at,GPSM3
204266_s_at,CHKA
204267_x_at,PKMYT1
204269_at,PIM2
204272_at,LGALS4
204274_at,EBAG9
204275_at,SOLH
204276_at,TK2
204279_at,PSMB9
204282_s_at,FARS2
204284_at,PPP1R3C
204285_s_at,PMAIP1
204286_s_at,PMAIP1
204290_s_at,ALDH6A1
204293_at,SGSH
204294_at,AMT
204295_at,SURF1
204297_at,PIK3C3
204299_at,FUSIP1
204300_at,PET112L
204306_s_at,CD151
204308_s_at,KIAA0329
204312_x_at,CREB1
204313_s_at,CREB1
204314_s_at,CREB1
204316_at,RGS10
204319_s_at,RGS10
204323_x_at,NF1
204326_x_at,MT1X
204328_at,TMC6
204331_s_at,MRPS12
204332_s_at,AGA
204334_at,KLF7
204335_at,CCDC94
204336_s_at,RGS19
204340_at,TMEM187
204341_at,TRIM16
204342_at,SLC25A24
204344_s_at,SEC23A
204346_s_at,RASSF1
204347_at,LOC645619
204348_s_at,AK3L1
204349_at,MED7
204350_s_at,MED7
204352_at,TRAF5
204353_s_at,POT1
204354_at,POT1
204355_at,DHX30
204357_s_at,LIMK1
204360_s_at,NAGLU
204361_s_at,SKAP2
204362_at,SKAP2
204363_at,F3
204366_s_at,GTF3C2
204367_at,SP2
204369_at,PIK3CA
204370_at,CLP1
204371_s_at,KHSRP
204372_s_at,KHSRP
204373_s_at,CEP350
204382_at,NAT9
204383_at,DGCR14
204385_at,KYNU
204386_s_at,MRP63
204387_x_at,MRP63
204388_s_at,MAOA
204389_at,MAOA
204391_x_at,TRIM24
204392_at,CAMK1
204398_s_at,EML2
204401_at,KCNN4
204402_at,RHBDD3
204403_x_at,FAM115A
204404_at,SLC12A2
204405_x_at,DIMT1L
204408_at,APEX2
204409_s_at,EIF1AY
204413_at,TRAF2
204415_at,IFI6
204416_x_at,APOC1
204417_at,GALC
204418_x_at,GSTM2
204419_x_at,HBG2
204420_at,FOSL1
204423_at,MKLN1
204426_at,TMED2
204427_s_at,TMED2
204429_s_at,SLC2A5
204430_s_at,SLC2A5
204435_at,NUPL1
204436_at,PLEKHO2
204438_at,MRC1
204439_at,IFI44L
204440_at,CD83
204441_s_at,POLA2
204443_at,ARSA
204445_s_at,ALOX5
204446_s_at,ALOX5
204447_at,ProSAPiP1
204448_s_at,PDCL
204449_at,PDCL
204450_x_at,APOA1
204451_at,FZD1
204453_at,ZNF84
204454_at,LDOC1
204460_s_at,RAD1
204461_x_at,RAD1
204466_s_at,SNCA
204470_at,CXCL1
204472_at,GEM
204473_s_at,ZNF592
204475_at,MMP1
204477_at,RABIF
204478_s_at,RABIF
204479_at,OSTF1
204480_s_at,C9orf16
204481_at,BRPF1
204487_s_at,KCNQ1
204488_at,DOLK
204489_s_at,CD44
204490_s_at,CD44
204491_at,PDE4D
204493_at,BID
204494_s_at,C15orf39
204495_s_at,C15orf39
204496_at,STRN3
204497_at,ADCY9
204498_s_at,ADCY9
204500_s_at,AGTPBP1
204501_at,NOV
204502_at,SAMHD1
204505_s_at,EPB49
204506_at,PPP3R1
204507_s_at,PPP3R1
204508_s_at,CA12
204511_at,FARP2
204512_at,HIVEP1
204513_s_at,ELMO1
204515_at,HSD3B1
204516_at,ATXN7
204517_at,PPIC
204520_x_at,BRD1
204523_at,ZNF140
204524_at,PDPK1
204526_s_at,TBC1D8
204527_at,MYO5A
204528_s_at,NAP1L1
204532_x_at,UGT1A4
204533_at,CXCL10
204534_at,VTN
204535_s_at,REST
204538_x_at,LOC339047
204540_at,EEF1A2
204542_at,ST6GALNAC2
204543_at,RAPGEF1
204544_at,HPS5
204549_at,IKBKE
204550_x_at,GSTM1
204552_at,204552_at
204553_x_at,INPP4A
204554_at,PPP1R3D
204556_s_at,DZIP1
204558_at,RAD54L
204559_s_at,LSM7
204561_x_at,APOC2
204562_at,IRF4
204563_at,SELL
204564_at,PCGF3
204565_at,THEM2
204566_at,PPM1D
204567_s_at,ABCG1
204568_at,KIAA0831
204571_x_at,PIN4
204573_at,CROT
204574_s_at,MMP19
204575_s_at,LOC732415
204580_at,MMP12
204587_at,SLC25A14
204588_s_at,SLC7A7
204590_x_at,VPS33A
204593_s_at,SMCR7L
204594_s_at,SMCR7L
204598_at,UBOX5
204599_s_at,MRPL28
204601_at,N4BP1
204603_at,EXO1
204604_at,PFTK1
204605_at,CGRRF1
204608_at,ASL
204611_s_at,PPP2R5B
204613_at,PLCG2
204614_at,SERPINB2
204615_x_at,IDI1
204616_at,UCHL3
204617_s_at,ACD
204618_s_at,GABPB2
204619_s_at,VCAN
204620_s_at,VCAN
204621_s_at,NR4A2
204622_x_at,NR4A2
204626_s_at,ITGB3
204627_s_at,ITGB3
204628_s_at,ITGB3
204629_at,PARVB
204630_s_at,GOSR1
204632_at,RPS6KA4
204633_s_at,RPS6KA5
204634_at,NEK4
204638_at,ACP5
204639_at,ADA
204640_s_at,SPOP
204642_at,EDG1
204645_at,CCNT2
204646_at,DPYD
204647_at,HOMER3
204648_at,NPR1
204649_at,TROAP
204650_s_at,APBB3
204651_at,NRF1
204655_at,CCL5
204658_at,TRA2A
204661_at,CD52
204662_at,CP110
204664_at,ALPP
204665_at,SIKE
204668_at,RNF24
204669_s_at,RNF24
204670_x_at,HLADRB1
204675_at,SRD5A1
204676_at,TMEM186
204682_at,LTBP2
204684_at,NPTX1
204685_s_at,ATP2B2
204687_at,DKFZP564O0823
204689_at,HHEX
204690_at,STX8
204691_x_at,PLA2G6
204692_at,LRCH4
204698_at,ISG20
204699_s_at,C1orf107
204700_x_at,C1orf107
204702_s_at,NFE2L3
204703_at,IFT88
204706_at,INPP5E
204710_s_at,WIPI2
204715_at,PANX1
204716_at,CCDC6
204725_s_at,NCK1
204733_at,KLK6
204735_at,PDE4A
204738_s_at,KRIT1
204739_at,CENPC1
204741_at,BICD1
204744_s_at,IARS
204745_x_at,MT1G
204746_s_at,PICK1
204747_at,IFIT3
204748_at,PTGS2
204751_x_at,DSC2
204752_x_at,PARP2
204757_s_at,TMEM24
204759_at,RCBTB2
204763_s_at,GNAO1
204767_s_at,FEN1
204768_s_at,FEN1
204769_s_at,TAP2
204770_at,TAP2
204771_s_at,TTF1
204772_s_at,TTF1
204774_at,EVI2A
204777_s_at,MAL
204780_s_at,FAS
204781_s_at,FAS
204785_x_at,IFNAR2
204786_s_at,IFNAR2
204787_at,VSIG4
204789_at,FMNL1
204790_at,SMAD7
204791_at,NR2C1
204794_at,DUSP2
204795_at,PRR3
204800_s_at,DHRS12
204804_at,TRIM21
204805_s_at,H1FX
204806_x_at,HLAF
204808_s_at,TMEM5
204809_at,CLPX
204812_at,ZW10
204813_at,MAPK10
204817_at,ESPL1
204820_s_at,BTN3A2
204825_at,MELK
204828_at,RAD9A
204831_at,CDK8
204833_at,ATG12
204834_at,FGL2
204837_at,MTMR9
204839_at,POP5
204842_x_at,PRKAR2A
204843_s_at,PRKAR2A
204847_at,ZBTB11
204852_s_at,PTPN7
204857_at,MAD1L1
204858_s_at,ECGF1
204859_s_at,APAF1
204860_s_at,NAIP
204861_s_at,NAIP
204863_s_at,IL6ST
204864_s_at,IL6ST
204867_at,GCHFR
204872_at,TLE4
204874_x_at,BAIAP3
204878_s_at,TAOK2
204879_at,PDPN
204881_s_at,UGCG
204882_at,ARHGAP25
204883_s_at,HUS1
204889_s_at,NEURL
204892_x_at,EEF1A1
204893_s_at,ZFYVE9
204896_s_at,PTGER4
204897_at,PTGER4
204900_x_at,SAP30
204901_at,BTRC
204903_x_at,ATG4B
204905_s_at,EEF1E1
204906_at,RPS6KA2
204907_s_at,BCL3
204908_s_at,BCL3
204909_at,DDX6
204912_at,IL10RA
204916_at,RAMP1
204919_at,PRR4
204921_at,GAS8
204923_at,CXorf9
204924_at,TLR2
204925_at,CTNS
204926_at,INHBA
204927_at,RASSF7
204928_s_at,SLC10A3
204930_s_at,BNIP1
204934_s_at,HPN
204937_s_at,ZNF274
204949_at,ICAM3
204950_at,CARD8
204951_at,RHOH
204952_at,LYPD3
204957_at,ORC5L
204958_at,PLK3
204959_at,MNDA
204960_at,PTPRCAP
204961_s_at,NCF1
204968_at,C6orf47
204969_s_at,RDX
204970_s_at,LOC644132
204971_at,CSTA
204972_at,OAS2
204974_at,RAB3A
204977_at,DDX10
204978_at,SFRS16
204980_at,CLOCK
204981_at,SLC22A18
204982_at,GIT2
204985_s_at,TRAPPC6A
204986_s_at,TAOK2
204992_s_at,PFN2
204994_at,MX2
204998_s_at,ATF5
204999_s_at,ATF5
205000_at,DDX3Y
205001_s_at,DDX3Y
205002_at,AHDC1
205003_at,DOCK4
205004_at,NKRF
205008_s_at,CIB2
205009_at,TFF1
205010_at,GNL3L
205011_at,LOH11CR2A
205012_s_at,HAGH
205013_s_at,ADORA2A
205014_at,FGFBP1
205016_at,TGFA
205017_s_at,MBNL2
205020_s_at,ARL4A
205021_s_at,FOXN3
205022_s_at,FOXN3
205026_at,STAT5B
205027_s_at,MAP3K8
205032_at,ITGA2
205035_at,CTDP1
205036_at,LSM6
205038_at,IKZF1
205039_s_at,IKZF1
205042_at,GNE
205045_at,AKAP10
205048_s_at,PSPH
205050_s_at,MAPK8IP2
205052_at,AUH
205055_at,ITGAE
205060_at,LOC727726
205061_s_at,EXOSC9
205062_x_at,ARID4A
205067_at,IL1B
205068_s_at,ARHGAP26
205070_at,ING3
205072_s_at,XRCC4
205077_s_at,PIGF
205078_at,PIGF
205081_at,CRIP1
205084_at,BCAP29
205088_at,MAMLD1
205089_at,ZNF7
205090_s_at,NAGPA
205091_x_at,RECQL
205094_at,PEX12
205095_s_at,ATP6V0A1
205097_at,SLC26A2
205098_at,CCR1
205099_s_at,CCR1
205100_at,GFPT2
205101_at,CIITA
205102_at,TMPRSS2
205103_at,C1orf61
205105_at,MAN2A1
205114_s_at,CCL3
205115_s_at,RBM19
205119_s_at,FPR1
205122_at,TMEFF1
205125_at,PLCD1
205126_at,VRK2
205128_x_at,PTGS1
205129_at,NPM3
205132_at,ACTC1
205133_s_at,HSPE1
205134_s_at,NUFIP1
205140_at,FPGT
205142_x_at,ABCD1
205144_at,MFSD7
205147_x_at,NCF4
205153_s_at,CD40
205157_s_at,KRT17
205158_at,RNASE4
205159_at,CSF2RB
205163_at,MYLPF
205166_at,CAPN5
205170_at,STAT2
205172_x_at,CLTB
205173_x_at,CD58
205174_s_at,QPCT
205176_s_at,ITGB3BP
205178_s_at,RBBP6
205179_s_at,ADAM8
205180_s_at,ADAM8
205181_at,ZNF193
205184_at,GNG4
205189_s_at,FANCC
205191_at,RP2
205192_at,MAP3K14
205193_at,MAFF
205197_s_at,ATP7A
205198_s_at,ATP7A
205199_at,CA9
205202_at,PCMT1
205203_at,PLD1
205204_at,NMB
205205_at,RELB
205207_at,IL6
205209_at,ACVR1B
205211_s_at,RIN1
205212_s_at,CENTB1
205214_at,STK17B
205220_at,GPR109B
205227_at,IL1RAP
205230_at,RPH3A
205231_s_at,EPM2A
205232_s_at,PAFAH2
205236_x_at,SOD3
205237_at,FCN1
205238_at,CXorf34
205239_at,AREG
205241_at,SCO2
205246_at,PEX13
205249_at,EGR2
205251_at,PER2
205255_x_at,TCF7
205263_at,BCL10
205264_at,CD3EAP
205269_at,LCP2
205270_s_at,LCP2
205273_s_at,PITRM1
205276_s_at,GTPBP1
205277_at,PRDM2
205281_s_at,PIGA
205282_at,LRP8
205291_at,IL2RB
205292_s_at,HNRNPA2B1
205298_s_at,BTN2A2
205300_s_at,U1SNRNPBP
205306_x_at,KMO
205307_s_at,KMO
205308_at,C8orf70
205310_at,FBXO46
205312_at,SPI1
205315_s_at,SNTB2
205317_s_at,SLC15A2
205321_at,EIF2S3
205322_s_at,MTF1
205323_s_at,MTF1
205324_s_at,FTSJ1
205327_s_at,ACVR2A
205328_at,CLDN10
205329_s_at,SNX4
205330_at,MN1
205333_s_at,RCE1
205335_s_at,SRP19
205339_at,STIL
205340_at,ZBTB24
205345_at,BARD1
205346_at,ST3GAL2
205347_s_at,TMSL8
205348_s_at,DYNC1I1
205349_at,GNA15
205353_s_at,PEBP1
205356_at,USP13
205357_s_at,AGTR1
205361_s_at,PFDN4
205362_s_at,PFDN4
205367_at,SH2B2
205370_x_at,DBT
205374_at,SLN
205375_at,MDFI
205379_at,CBR3
205382_s_at,CFD
205383_s_at,ZBTB20
205384_at,FXYD1
205394_at,CHEK1
205395_s_at,MRE11A
205400_at,WAS
205401_at,AGPS
205402_x_at,PRSS2
205403_at,IL1R2
205404_at,HSD11B1
205408_at,MLLT10
205409_at,FOSL2
205411_at,STK4
205412_at,ACAT1
205415_s_at,ATXN3
205416_s_at,ATXN3
205417_s_at,DAG1
205418_at,FES
205419_at,EBI2
205423_at,AP1B1
205425_at,HIP1
205426_s_at,HIP1
205434_s_at,AAK1
205435_s_at,AAK1
205436_s_at,H2AFX
205443_at,SNAPC1
205446_s_at,ATF2
205450_at,PHKA1
205451_at,FOXO4
205452_at,PIGB
205457_at,C6orf106
205458_at,MC1R
205462_s_at,HPCAL1
205463_s_at,PDGFA
205466_s_at,HS3ST1
205467_at,CASP10
205469_s_at,IRF5
205474_at,CRLF3
205476_at,CCL20
205477_s_at,AMBP
205479_s_at,PLAU
205480_s_at,UGP2
205482_x_at,SNX15
205483_s_at,ISG15
205484_at,SIT1
205488_at,GZMA
205494_at,ZNF821
205495_s_at,GNLY
205504_at,BTK
205508_at,SCN1B
205512_s_at,AIFM1
205515_at,PRSS12
205516_x_at,CIZ1
205518_s_at,CMAH
205526_s_at,KATNA1
205536_at,VAV2
205539_at,AVIL
205545_x_at,DNAJC8
205546_s_at,TYK2
205548_s_at,BTG3
205550_s_at,BRE
205552_s_at,OAS1
205554_s_at,DNASE1L3
205558_at,TRAF6
205562_at,RPP38
205566_at,ABHD2
205567_at,CHST1
205568_at,AQP9
205569_at,LAMP3
205571_at,LIPT1
205575_at,C1QL1
205582_s_at,GGTLA1
205583_s_at,CXorf45
205584_at,CXorf45
205585_at,ETV6
205586_x_at,VGF
205588_s_at,FGFR1OP
205590_at,RASGRP1
205596_s_at,SMURF2
205599_at,TRAF1
205600_x_at,HOXB5
205603_s_at,DIAPH2
205606_at,LRP6
205616_at,205616_at
205617_at,PRRG2
205621_at,ALKBH1
205624_at,CPA3
205627_at,CDA
205631_at,KIAA0586
205633_s_at,ALAS1
205634_x_at,ZDHHC24
205639_at,AOAH
205640_at,ALDH3B1
205641_s_at,TRADD
205642_at,CEP110
205644_s_at,SNRPG
205648_at,WNT2
205656_at,PCDH17
205657_at,HAAO
205660_at,OASL
205661_s_at,FLAD1
205664_at,KIN
205668_at,LY75
205674_x_at,FXYD2
205676_at,CYP27B1
205679_x_at,ACAN
205680_at,MMP10
205681_at,BCL2A1
205683_x_at,TPSAB1
205684_s_at,DENND4C
205685_at,CD86
205686_s_at,CD86
205688_at,TFAP4
205690_s_at,BUD31
205692_s_at,CD38
205693_at,TNNT3
205702_at,PHTF1
205704_s_at,ATP6V0A2
205707_at,IL17RA
205708_s_at,TRPM2
205710_at,LRP2
205711_x_at,ATP5C1
205712_at,PTPRD
205716_at,SLC25A40
205717_x_at,PCDHGA1
205718_at,ITGB7
205724_at,PKP1
205726_at,DIAPH2
205728_at,205728_at
205738_s_at,FABP3
205740_s_at,RBM42
205743_at,STAC
205745_x_at,ADAM17
205746_s_at,ADAM17
205748_s_at,RNF126
205750_at,BPHL
205756_s_at,F8
205759_s_at,SULT2B1
205760_s_at,OGG1
205763_s_at,DDX18
205767_at,EREG
205770_at,GSR
205784_x_at,ARVCF
205786_s_at,ITGAM
205787_x_at,ZC3H11A
205788_s_at,ZC3H11A
205793_x_at,TNK1
205796_at,TCP11L1
205797_s_at,TCP11L1
205798_at,IL7R
205799_s_at,SLC3A1
205801_s_at,RASGRP3
205812_s_at,TMED9
205813_s_at,MAT1A
205816_at,ITGB8
205818_at,DBC1
205819_at,MARCO
205822_s_at,HMGCS1
205828_at,MMP3
205832_at,CPA4
205834_s_at,PART1
205841_at,JAK2
205842_s_at,JAK2
205843_x_at,CRAT
205844_at,VNN1
205849_s_at,UQCRB
205851_at,NME6
205854_at,TULP3
205855_at,ZNF197
205859_at,LY86
205863_at,S100A12
205865_at,ARID3A
205866_at,FCN3
205872_x_at,PDE4DIP
205873_at,PIGL
205875_s_at,TREX1
205877_s_at,ZC3H7B
205882_x_at,ADD3
205884_at,ITGA4
205887_x_at,MSH3
205888_s_at,JAKMIP2
205895_s_at,NOLC1
205896_at,SLC22A4
205897_at,NFATC4
205898_at,CX3CR1
205899_at,CCNA1
205901_at,PNOC
205904_at,MICA
205905_s_at,MICA
205911_at,PTHR1
205912_at,PNLIP
205917_at,ZNF264
205920_at,SLC6A6
205921_s_at,SLC6A6
205922_at,VNN2
205926_at,IL27RA
205927_s_at,CTSE
205930_at,GTF2E1
205931_s_at,CREB5
205936_s_at,HK3
205941_s_at,COL10A1
205945_at,IL6R
205950_s_at,CA1
205953_at,LRIG2
205956_x_at,PSMC3IP
205961_s_at,PSIP1
205963_s_at,DNAJA3
205965_at,BATF
205967_at,HIST1H4C
205970_at,MT3
205973_at,FEZ1
205977_s_at,EPHA1
205981_s_at,ING2
205986_at,AATK
205987_at,CD1C
205988_at,CD84
205990_s_at,WNT5A
205992_s_at,IL15
205995_x_at,IQCB1
205996_s_at,AK2
205997_at,ADAM28
205998_x_at,CYP3A4
206003_at,CEP135
206004_at,TGM3
206011_at,CASP1
206015_s_at,FOXJ3
206016_at,CCDC22
206022_at,NDP
206025_s_at,TNFAIP6
206026_s_at,TNFAIP6
206031_s_at,USP5
206032_at,DSC3
206034_at,SERPINB8
206036_s_at,REL
206037_at,CCBL1
206039_at,RAB33A
206042_x_at,SNRPN
206044_s_at,BRAF
206045_s_at,NOL4
206047_at,GNB3
206049_at,SELP
206050_s_at,RNH1
206052_s_at,SLBP
206055_s_at,SNRPA1
206056_x_at,SPN
206057_x_at,SPN
206059_at,ZNF91
206061_s_at,DICER1
206063_x_at,PPIL2
206066_s_at,RAD51C
206071_s_at,EPHA3
206074_s_at,HMGA1
206075_s_at,CSNK2A1
206082_at,206082_at
206083_at,BAI1
206086_x_at,HFE
206087_x_at,HFE
206092_x_at,RTEL1
206095_s_at,FUSIP1
206096_at,ZNF35
206097_at,SLC22A18AS
206099_at,PRKCH
206100_at,CPM
206105_at,AFF2
206108_s_at,SFRS6
206111_at,RNASE2
206113_s_at,RAB5A
206115_at,EGR3
206118_at,STAT4
206120_at,CD33
206128_at,ADRA2C
206129_s_at,ARSB
206131_at,CLPS
206132_at,MCC
206133_at,XAF1
206134_at,ADAMDEC1
206137_at,RIMS2
206138_s_at,PI4KB
206139_at,PI4KB
206147_x_at,SCML2
206148_at,IL3RA
206157_at,PTX3
206158_s_at,CNBP
206160_at,APOBEC2
206169_x_at,ZC3H7B
206173_x_at,GABPB2
206174_s_at,PPP6C
206176_at,BMP6
